resource-type,city,state,name,website,phone,email
Crisis Center,Logan,Utah,Community Advocates Providing Shelter from Abuse (CAPSA),http://www.capsa.org/,(435) 753-2500,NA
Crisis Center,Moab,Utah,Seekhaven Family Resource Center,http://www.seekhaven.org/,(888) 421-1100,NA
Crisis Center,Ogden,Utah,YCC Rape Recovery Center,NA,(801) 392-7273,NA
Crisis Center,Orem,Utah,"Center for Women & Children in Crisis, Inc.",http://www.cwcic.org/,(801) 356-2511,lloader@cwcic.org
Crisis Center,Park City,Utah,Victim Assistance Program,NA,(435) 615-3850,NA
Crisis Center,Richfield,Utah,New Horizons Crisis Center,http://www.centralutahcrisisintervention.com/,(800) 343-6302,NA
Crisis Center,Saint George,Utah,DOVE Center,http://www.dovecenter.org/,(800) 628-0458,info@dovecenter.org 
Crisis Center,Salt Lake City,Utah,Rape Recovery Center,http://raperecoverycenter.org/,(888) 421-1100,NA
Crisis Center,Vernal,Utah,Vernal Victim Advocacy Program,http://www.vernalcity.org,(435) 789-4250,NA
Crisis Center,Barre,Vermont,Sexual Assault Crisis Team,http://sactvt.org/,(802) 479-5577,NA
Crisis Center,Bennington,Vermont,Project Against Violent Encounters,http://www.ccwcc.org/,(435) 867-6149,NA
Crisis Center,Burlington,Vermont,HOPE Works,http://www.womensdvshelter.org/,(801) 444-9161,dccav@xmission.com
Crisis Center,Hardwick,Vermont,AWARE,NA,(800) 228-7395,NA
Crisis Center,Middlebury,Vermont,WomenSafe,http://www.womensafe.net/,(800) 388-4205,NA
Crisis Center,Morrisville,Vermont,Clarina Howard Nichols Center,http://www.clarina.org/,(802) 888-5256,sfoster@clarina.org
Crisis Center,Newport,Vermont,Umbrella,http://www.umbrellanek.org/,(802) 334-0148,NA
Crisis Center,Springfield,Vermont,WISE,http://www.wiseoftheuppervalley.org/,(866) 348-9473,NA
Crisis Center,St. Albans,Vermont,Voices Against Violence,http://cvoeo.org/,(802) 524-6575,pbehrman@cvoeo.org
Crisis Center,St. Johnsbury,Vermont,Umbrella,http://www.umbrellanek.org/,(802) 748-8645,NA
Crisis Center,Alexandria,Virginia,Alexandria Sexual Assault Center,http://www.alexandriava.gov/SexualViolence,(703) 683-7273,NA
Crisis Center,Arlington,Virginia,Arlington County Violence Intervention Program,http://www.arlingtonva.us/,(703) 228-4848,NA
Crisis Center,Ashland,Virginia,Hanover Safe Place,http://www.hanoversafeplace.com/,(804) 752-2702,director@hanoversafeplace.com
Crisis Center,Blackstone,Virginia,Piedmont Crisis Center,http://madelineshouse.org/,(888) 819-2926,NA
Crisis Center,Bristol,Virginia,The Crisis Center,http://crisiscenterinc.org/,(276) 466-2312,info@crisiscenterinc.org
Crisis Center,"Charlottesville,",Virginia,Sexual Assault Resource Agency,http://www.saracville.org/,(434) 977-7273,NA
Crisis Center,Covington,Virginia,"Safehome Systems, Inc.",http://www.safehomesystems.org/,(877) 393-3672,NA
Crisis Center,Dumfries,Virginia,SAVAS (Sexual Assault Victims Advocacy Service),http://www.actspwc.org/,(703) 368-4141,LLove@actspwc.us
Crisis Center,Fairfax,Virginia,Office For Women & Domestic And Sexual Violence Services,http://www.fairfaxcounty.gov/ofw,(703) 360-7273,NA
Crisis Center,Fredericksburg,Virginia,Rappahannock Council Against Sexual Assault,http://www.rcasa.org/,(540) 371-1666,NA
Crisis Center,Gloucester,Virginia,"Laurel Shelter, Inc.",http://www.laurelshelterinc.org/,(888) 289-2102,NA
Crisis Center,Harrisonburg,Virginia,Collins Center,http://www.thecollinscenter.org/,(540) 434-2272,info@thecollinscenter.org
Crisis Center,Hopewell,Virginia,The James House,http://www.thejameshouse.org/,(804) 458-2840,NA
Crisis Center,Lebanon,Virginia,People Incorporated of Virginia,http://peopleinc.net/,(877) 697-9444,info@peopleinc.net
Crisis Center,Leesburg,Virginia,LAWS Sexual Assault Services,http://www.lcsj.org/,(703) 777-6552,NA
Crisis Center,Lexington,Virginia,Project Horizon,http://projecthorizon.org/,(540) 463-2594,NA
Crisis Center,Luray,Virginia,Choices,http://www.choicesofpagecounty.org/,(540) 743-4414,debbiedart@choicesofpagecounty.org
Crisis Center,Lynchburg,Virginia,YWCA Sexual Assault Response Program,http://www.lynchburgywca.org,(888) 947-7273,NA
Crisis Center,Martinsville,Virginia,"Citizens Against Family Violence, Inc.",http://www.cafv.info/,(276) 632-8701,NA
Crisis Center,Newport News,Virginia,Center for Sexual Assault Survivors,http://www.visitthecenter.org/,(757) 236-5260,sgray@visitthecenter.org
Crisis Center,Norfolk,Virginia,Response Sexual Assault Support Services of the YWCA,http://www.ywca-shr.org/,(757) 226-9922,NA
Crisis Center,Norton,Virginia,"FCSS, Inc.",http://www.family-crisis.com/,(877) 348-3416,NA
Crisis Center,Radford,Virginia,Women’s Resource Center of the New River Valley,http://www.wrcnrv.org/,(800) 788-1123,NA
Crisis Center,Richmond,Virginia,YWCA of Richmond,http://ywcarichmond.org/,(804) 643-0888,NA
Crisis Center,Roanoke,Virginia,"SARA, Inc.",http://www.sararoanoke.org/,(540) 981-9352,NA
Crisis Center,Staunton,Virginia,New Directions,http://www.newdirectionscenter.org,(800) 564-8236,NA
Crisis Center,Warsaw,Virginia,"The Haven Shelter & Services, Inc.",http://www.havenshelter.org/,(800) 224-2836,haven@sylvaninfo.net
Crisis Center,Williamsburg,Virginia,Avalon: A Center for Women and Children,http://www.avaloncenter.org/,(757) 258-5051,NA
Crisis Center,Winchester,Virginia,"The Laurel Center, formerly The Shelter for Abused Women",http://www.thelaurelcenter.org/,(866) 670-2942,NA
Crisis Center,Woodstock,Virginia,Response,http://www.responseva.org/,(866) 459-5161,NA
Crisis Center,Aberdeen,Washington,Beyond Survival,http://www.ghbeyondsurvival.com/,(888) 626-2640,director@ghbeyondsurvival.com  
Crisis Center,Bellingham,Washington,Domestic Violence and Sexual Assault Services of Whatcom County,http://www.dvsas.org/,(877) 715-1563,NA
Crisis Center,Chehalis,Washington,Human Response Network,http://www.hrnlc.org/,(800) 244-7414,info@hrnlc.org
Crisis Center,Colville,Washington,Rural Resources/Family Support Center,http://www.ruralresources.org/,(509) 684-6139,NA
Crisis Center,Davenport,Washington,Family Resource Center of Lincoln County,NA,(800) 932-0932,NA
Crisis Center,Eastsound,Washington,DVSA Services of the San Juan Islands,http://www.dvsassanjuans.org,(360) 376-1234,NA
Crisis Center,Ellensburg,Washington,ASPEN,NA,(866) 925-9384,NA
Crisis Center,Everett,Washington,Providence Intervention Center for Assault and Abuse,http://www.providence.org/everett,(425) 252-4800,NA
Crisis Center,Friday Harbor,Washington,DVSA Services of the San Juan Islands,http://www.dvsassanjuans.org,(360) 378-2345,NA
Crisis Center,Kennewick,Washington,"Support, Advocacy & Resource Center",http://supportadvocacyresourcecenter.org/,(888) 846-7273,NA
Crisis Center,Moses Lake,Washington,New Hope DV & SA Service,NA,(888) 560-6027,NA
Crisis Center,Newport,Washington,Pend Oreille Crime Victim Services,http://www.pofcn.org/,(800) 548-3133,advocate@pofcn.org
Crisis Center,Olympia,Washington,SafePlace,http://safeplaceolympia.org/,(360) 754-6300,NA
Crisis Center,Port Townsend,Washington,Dove House Advocacy Services,http://www.dovehousejc.org/,(360) 385-5291,NA
Crisis Center,Pullman,Washington,Alternative to Violence of the Palouse,http://www.atvp.org/, (877) 334-2887,home@atvp.org
Crisis Center,Renton,Washington,King County Sexual Assault Resource Center,http://www.kcsarc.org/,(888) 998-6423,NA
Crisis Center,Republic,Washington,Ferry County Connections,http://www.ferry-county.com/Connections.html,(877) 876-9186,NA
Crisis Center,Seattle,Washington,Harborview Center for Sexual Assualt and Traumatic Stress,http://www.hcsats.org/,(206) 744-1600,NA
Crisis Center,Seattle,Washington,University of Washington Police Department - Victim Advocate,http://police.uw.edu/,(206) 685-7233,NA
Crisis Center,Shelton,Washington,"Prevention, Advocacy and Specialized Services",http://www.wix.com/pass2012/pass,(888) 222-3664,NA
Crisis Center,"Spokane,",Washington,Sexual Assault & Family Trauma and Response Center (SAFeT),http://www.lcsnw.org/,(509) 624-7273,NA
Crisis Center,Tacoma,Washington,Rebuilding Hope,http://sexualassaultcenter.com/,(800) 756-7273,tasha@hopesacpc.org
Crisis Center,Vancouver,Washington,YWCA Clark Co. Sexual Assault Program,http://www.ywcaclarkcounty.org/,(800) 695-0167,NA
Crisis Center,Walla Walla,Washington,YWCA Domestic Violence/Sexual Assault Center,http://www.ywcaww.org/,(509) 529-9922,NA
Crisis Center,Wentachee,Washington,Sage,http://www.findsafety.org/,(888) 614-5117,jessiej@nwi.net
Crisis Center,Yakima,Washington,Yakima Victim Services,http://www.cwcmh.org/, (888) 605-6999,NA
Crisis Center,Beckley,West Virginia,Women’s Resource Center,http://wrcwv.org/,(888) 825-7836,help@wrcwv.org
Crisis Center,Charleston,West Virginia,REACH Rape Crisis Program at Family Counseling Connection,http://www.tccwv.org/,(800) 656-4673,NA
Crisis Center,Elkins,West Virginia,Women’s Aid in Crisis,http://waicwv.org/,(800) 339-1185,NA
Crisis Center,Fairmont,West Virginia,"HOPE, Inc.",NA,(800) 799-7233,NA
Crisis Center,Huntington,West Virginia,CONTACT Rape Crisis Center,http://www.contacthuntington.com/,(866) 399-7273,NA
Crisis Center,Keyser,West Virginia,Family Crisis Center,NA,(800) 698-1240,NA
Crisis Center,Lewisburg,West Virginia,Family Refuge Center,http://familyrefugecenter.org/,(866) 645-6334,NA
Crisis Center,Martinsburg,West Virginia,Shenandoah Women’s Center,http://swcinc.org/,(304) 263-8292,NA
Crisis Center,Morgantown,West Virginia,Rape and Domestic Violence Information Center,http://www.rdvic.org/,(304) 292-5100,rdvic99@earthlink.net
Crisis Center,"Wheeling,",West Virginia,Upper Ohio Valley Sexual Assault Help Center Inc.,NA,(304) 234-8519,NA
Crisis Center,Alma,Wisconsin,"Bolton Refuge House, Inc.",http://www.boltonrefugehouse.org/,(800) 252-4357,boltonrefugehouse@yahoo.com
Crisis Center,Antigo,Wisconsin,"AVAIL, Inc.",http://www.availinc.org/,(715) 623-5767,avail@availinc.org
Crisis Center,Appleton,Wisconsin,"Sexual Assault Crisis Center-Fox Cities, Inc.",http://www.sacc-foxcities.org/,(800) 722-7797,NA
Crisis Center,Ashland,Wisconsin,New Day Shelter,http://www.ndshelter.org/,(800) 924-4132,NA
Crisis Center,Baraboo,Wisconsin,Hope House,http://hopehousescw.org/,(800) 584-6790,hhshelter@hopehousescw.org
Crisis Center,"Beaver Dam,",Wisconsin,"People Against a Violent Environment, Inc.",http://www.peopleagainstaviolentenvironment.com/,(800) 775-3785,NA
Crisis Center,Beloit,Wisconsin,Sexual Assault Recovery Program of Rock County,http://sarpwi.com/,(866) 666-4576,NA
Crisis Center,Chippewa Falls,Wisconsin,Family Support Center,http://www.familysupportcentercf.com/,(800) 400-7020,NA
Crisis Center,Eau Claire,Wisconsin,"Bolton Refuge House, Inc.",http://www.boltonrefugehouse.org/,(800) 252-4357,boltonrefugehouse@yahoo.com
Crisis Center,Elkhorn,Wisconsin,The Association for the Prevention of Family Violence,http://www.apfvwalworth.com,(262) 723-4653,NA
Crisis Center,Fond Du Lac,Wisconsin,"ASTOP, Inc.",http://www.astop.org/,(800) 418-0270,NA
Crisis Center,Green Bay,Wisconsin,Family Services Sexual Assault Center,http://www.familyservicesnew.org/,(920) 436-8899,NA
Crisis Center,Green Bay,Wisconsin,Sexual Assault Center Of Family Services of Northeast Wisconsin,http://www.familyservicesnew.org/,(920) 436-8899,NA
Crisis Center,Janesville,Wisconsin,YWCA Rock County,http://www.ywcarockcounty.org/,(800) 750-7990,NA
Crisis Center,Kenosha,Wisconsin,Women and Children's Horizons,http://www.wchkenosha.org/,(800) 853-3503,admin@wchkenosha.org
Crisis Center,La Crosse,Wisconsin,Sexual Abuse Counseling & Support Program—Gunderson Lutheran Medical Center,http://www.gundersenhealth.org/,(608) 775-5950,NA
Crisis Center,Ladysmith,Wisconsin,Time-Out Family Shelter,http://www.timeoutabuseshelter.com/,(800) 924-0556,NA
Crisis Center,Madison,Wisconsin,Rape Crisis Center,http://www.danecountyrcc.org/,(608) 251-7273,info@danecountyrcc.org
Crisis Center,Marshfield,Wisconsin,Personal Development Center,http://www.pdcmarshfield.com/,(877) 743-6262,NA
Crisis Center,Medford,Wisconsin,"Stepping Stones, Inc.",http://steppingstones.org/,(866) 343-5140,info@steppingstone.org
Crisis Center,Menomonie,Wisconsin,The Bridge to Hope,http://www.thebridgetohope.org/,(800) 924-9918,NA
Crisis Center,Merrill,Wisconsin,"Haven,Inc.",http://www.haveninc.org/,(715) 536-1300,NA
Crisis Center,Milltown,Wisconsin,Community Referral Agency,http://crashelter.org/,(800) 261-7233,NA
Crisis Center,Milwaukee,Wisconsin,Milwaukee Women’s Center,http://www.mwcinc.org/,(414) 671-6140,NA
Crisis Center,Milwaukee,Wisconsin,The Healing Center,http://www.thehealingcenter.org,(414)671-4325,
Crisis Center,Milwaukee,Wisconsin,Sexual Assault Treatment Center,http://www.aurorahealthcare.org/services/sexual-assault/satc.asp,(414) 219-5555,NA
Crisis Center,Neenah,Wisconsin,Reach Counseling Services,http://www.reachcounseling.com/,(920) 722-8150,NA
Crisis Center,Platteville,Wisconsin,"Family Advocates, Inc.",http://www.familyadv.org/,(800) 924-2624,NA
Crisis Center,Racine,Wisconsin,Sexual Assault Services of Lutheran Social Services,http://www.sasoflss.org/,(262) 637-7233,kadler28@lsswis.org 
Crisis Center,Rhinelander,Wisconsin,Tri-County Council on DV& SA,http://www.tri-countycouncil.org/,(800) 236-1222,NA
Crisis Center,Richland Center,Wisconsin,"Passages, Inc.",NA,(800) 236-4325,NA
Crisis Center,River Falls,Wisconsin,Turningpoint,http://www.turningpoint-wi.org/,(800) 345-5104,info@turningpoint-wi.org
Crisis Center,Saukville,Wisconsin,Advocates of Ozaukee,http://www.advocates-oz.org/,(877) 375-4034,NA
Crisis Center,Shawano,Wisconsin,Safe Haven,http://www.shawanoshelter.org/,(888) 303-3421,NA
Crisis Center,Superior,Wisconsin,Center Against Sexual and Domestic Abuse,http://www.casda.org/,(800) 649-2921,NA
Crisis Center,Waukesha,Wisconsin,The Women’s Center,http://www.twcwaukesha.org/,(888) 542-3828,NA
Crisis Center,Wausau,Wisconsin,The Women’s Community Inc.- Sexual Assault Victim Service,http://www.womenscommunity.org/,(715) 842-7323,NA
Crisis Center,West Bend,Wisconsin,"Friends of Abused Families, Inc.",http://www.fafinc.org/,(262) 334-7298,info@fafinc.org
Crisis Center,Buffalo,Wyoming,Johnson County Family Crisis Center,http://www.jcfcc.jcfcc.org,(307) 684-2233,NA
Crisis Center,Casper,Wyoming,Self Help Center,http://selfhelpcenterinc.webs.com/,(307) 235-2814,NA
Crisis Center,Cheyenne,Wyoming,Safe House Services,http://www.wyomingsafehouse.org/,(307) 637-7233,NA
Crisis Center,Cody ,Wyoming,Crisis Intervention Services (CIS),http://www.cispark.org/,(877) 864-9688,NA
Crisis Center,Douglas,Wyoming,Converse County Coalition Against Violence,http://www.conversecountrycoalition.org/,(800) 252-3575,NA
Crisis Center,Evanston,Wyoming,Sexual Assault & Family Violence Task Force,NA,(800) 997-9026,NA
Crisis Center,Gillette,Wyoming,Gillette Abuse Refuge Foundation (GARF),http://www.farf.vcn.com/,(307) 686-8070,NA
Crisis Center,Jackson,Wyoming,Community Safety Network,http://www.communitysafetynetwork.org/, (307) 733-7233,director@csnjh.org
Crisis Center,Laramie,Wyoming,Safe Project,http://www.safeproject.org/,(307) 745-3556,NA
Crisis Center,Lusk,Wyoming,Helpmate Crisis Center & Crime Victims Assistance Program,NA,(307) 334-2608,NA
Crisis Center,Newcastle,Wyoming,"FOCUS, Inc.",NA,(307) 746-2748,NA
Crisis Center,Pinedale,Wyoming,Sublette County SAFV Task Force,NA,(888) 301-4435,NA
Crisis Center,Rock Springs,Wyoming,YWCA Support & Safe House (SASH),NA,(307) 352-1030,NA
Crisis Center,Sheridan,Wyoming,Advocacy & Resource Center,http://www.arcsheridan.org/,(307) 672-3222,NA
Crisis Center,St. Stephens,Wyoming,Sacred Shield,NA,(866) 575-3965,NA
Crisis Center,Thermopolis,Wyoming,Hope Agency,NA,(307) 864-HOPE,NA
Crisis Center,Torrington,Wyoming,Goshen County Task Force on Family Violence & Sexual Assault,NA,(307) 532-2118,NA
Crisis Center,Wheatland,Wyoming,"Project SAFE, Inc.",http://www.projectsafewyo.com/,(307) 322-4794,NA
Crisis Center,Worland,Wyoming,Crisis Prevention and Response Center,http://www.worlandcpr.org/,(307) 347-4991,NA
